danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,Genre Class
0.789,0.524,1,-7.942,0,0.273,0.212,0,0.221,0.343,138.064,147600,46.89063418,15.74851574,14.91408546,10.37303598,47.68038231,-17.74003148,9.788046477,-5.982412294,2.058194903,10.31223088,-21.76046027,-12.83009895,0.620350825,0.599197901,0.245517241,0.286554723,0.237389805,0.191001499,0.262847076,0.184616192,0.303007496,0.261005997,0.207418291,0.240050975,hip-hop/rap
0.705,0.816,10,-7.046,0,0.32,0.0805,0,0.476,0.929,94.211,138872,47.17935139,78.38391022,38.56824768,31.81916718,41.11244272,-19.36918421,5.284643963,12.03682508,-34.13443653,4.225352941,-11.88833437,-2.018224458,0.445125387,0.398478328,0.25999226,0.281879257,0.364295666,0.377131579,0.460318885,0.379775542,0.401117647,0.43928483,0.443478328,0.374860681,hip-hop/rap
0.704,0.558,0,-6.142,1,0.375,0.152,0,0.285,0.388,85.325,167595,46.00220716,39.27360358,11.68722251,14.11833504,32.10099616,-8.996360614,1.273488491,4.886856777,-11.03586957,1.002515345,-18.30590921,3.322785166,0.765704604,0.581544757,0.365328645,0.346589514,0.279080563,0.266860614,0.235269821,0.299030691,0.209869565,0.206253197,0.204470588,0.211638107,hip-hop/rap
0.805,0.824,1,-5.844,1,0.0534,0.102,0,0.198,0.649,126.012,217147,49.74422398,42.0635948,30.56925558,25.12389126,32.77047584,-17.87394145,11.96540335,0.853342007,-14.5466487,4.545761152,-18.52826673,-6.104040892,0.603365242,0.52935223,0.30977974,0.452267658,0.351565056,0.26832342,0.275594796,0.263120818,0.362615242,0.258992565,0.22464777,0.174732342,hip-hop/rap
0.802,0.743,7,-4.82,0,0.0474,0.269,1.36E-06,0.121,0.877,146.03,211427,49.72241484,18.71370073,9.615768856,5.311823601,21.65635036,-15.01386496,9.454611922,0.952190998,-6.98129562,-1.31580292,-14.1965073,6.856442822,0.516963504,0.486171533,0.612521898,0.279805353,0.201475669,0.265049878,0.243356448,0.442604623,0.183347932,0.235867397,0.27007056,0.237388078,hip-hop/rap
0.871,0.552,4,-4.953,0,0.0509,0.128,0,0.272,0.27,141.973,273087,48.2596475,9.342225833,-15.053645,9.929685,25.40500833,-13.54466667,-2.7773275,-1.059794167,-13.60547833,1.047844167,-18.02433917,-10.79555333,0.617706667,0.612864167,0.229615833,0.214038333,0.306473333,0.191180833,0.245730833,0.163906667,0.110465,0.108895,0.10505,0.3389625,hip-hop/rap
0.706,0.559,4,-5.216,0,0.0416,0.0372,0,0.379,0.252,78.534,217405,49.79813214,83.22128443,19.75973124,2.181486002,42.10914334,-14.23670213,3.724868981,-0.618109742,-22.2829037,5.612573348,-19.08859239,-10.07867525,0.70375028,0.426583427,0.258016797,0.19043449,0.240520717,0.154868981,0.245648376,0.174684211,0.147604703,0.234116461,0.131666293,0.214446809,hip-hop/rap
0.804,0.6,10,-8.614,0,0.0562,0.327,5.09E-05,0.0909,0.606,140.019,165042,45.47519971,-15.74426724,-2.667826149,11.92098132,82.41892816,-22.8877931,-8.66641523,-19.75733333,-1.512643678,0.90741954,-12.07983477,-12.30250575,0.37495977,0.663127874,0.230686782,0.32325,0.25725,0.487837644,0.258405172,0.177212644,0.18708046,0.160298851,0.31971408,0.18908908,hip-hop/rap
0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,165000,48.09134959,2.861318699,-0.81644878,-6.18240813,52.34271707,-18.14180488,3.038941463,2.860541463,-16.06389593,0.914697561,-15.31272683,-9.933702439,0.346343089,0.591650407,0.244773984,0.39203252,0.39062439,0.234830894,0.378855285,0.200269919,0.415733333,0.234336585,0.183131707,0.254744715,hip-hop/rap
0.737,0.737,4,-3.72,0,0.238,0.00158,0,0.28,0.5,134.066,148560,49.85438954,99.54166105,4.213318718,-6.666947723,22.0359747,-14.69130354,4.912158516,2.036600337,-20.14846543,5.774860034,-18.79137437,-5.075890388,0.388229342,0.329718381,0.294106239,0.257951096,0.498313659,0.266689713,0.293441821,0.377279933,0.376443508,0.586455312,0.311053963,0.399984823,hip-hop/rap
0.925,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,145507,44.93436346,28.06051538,-18.22985,19.02335192,44.94294808,14.23200577,-10.97067885,8.632173077,-15.6931,10.54924038,-27.06507308,1.967184615,0.366736538,0.388959615,0.246725,0.181076923,0.265232692,0.274861538,0.389826923,0.288171154,0.227205769,0.295448077,0.303436538,0.362986538,hip-hop/rap
0.559,0.761,4,-4.041,0,0.0877,0.131,1.60E-06,0.143,0.24,163.898,246987,51.75587131,3.512800633,-5.67992827,-10.24251055,21.94292405,-22.05099895,7.622396624,-2.020078059,-1.233277426,-1.73367616,-12.43156013,-0.948303797,0.535040084,0.540759494,0.375962025,0.33118038,0.507233122,0.298871308,0.33503903,0.343639241,0.272,0.365556962,0.265440928,0.329548523,hip-hop/rap
0.85,0.785,8,-4.963,0,0.345,0.0367,0,0.155,0.718,145.063,343099,48.81141209,44.75367705,2.61159707,10.14013614,56.61973016,-4.347244811,18.37711416,1.716454212,-14.85725153,1.755126374,-27.9159475,-8.021369963,0.326832723,0.560849206,0.326013431,0.595728327,0.42290293,0.357411477,0.347545788,0.315262515,0.374746032,0.2908663,0.338846154,0.29921978,hip-hop/rap
0.651,0.739,10,-7.355,0,0.11,0.00635,1.33E-06,0.176,0.305,139.981,175084,48.06051938,39.79878682,-0.021282946,0.123254522,23.9597584,-29.207823,5.163290698,-5.812589147,-19.94454264,2.805290698,-15.07978165,-12.54656848,0.714841085,0.554483204,0.286125323,0.334242894,0.235507752,0.371828165,0.201018088,0.206509044,0.215651163,0.193816537,0.301483204,0.161645995,hip-hop/rap
0.902,0.819,1,-3.321,1,0.317,0.0414,0,0.106,0.746,89,186872,47.53643369,83.88132975,-25.51205615,8.505317802,46.54744564,-5.383862605,-16.43214695,-2.217514934,-13.18580048,8.065080048,-22.63013501,-1.897817204,0.624806452,0.436573477,0.338729988,0.316996416,0.267778973,0.343430108,0.319446834,0.584812425,0.394823178,0.287933094,0.305837515,0.260284349,hip-hop/rap
0.77,0.567,2,-5.698,1,0.175,0.105,0,0.125,0.26,81.477,222360,48.6782685,31.04760677,-21.38085307,0.324906977,21.66358245,-8.475657505,-5.580353066,-4.312353066,-6.406663848,3.69094926,-22.67909091,-1.35382241,0.597624736,0.816766385,0.410039112,0.362420719,0.294466173,0.228294926,0.194637421,0.169320296,0.227580338,0.172575053,0.123376321,0.145752643,hip-hop/rap
0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,44.03858517,-30.09161356,-9.809764984,40.6088817,42.91061356,-22.93362776,3.903143533,-8.378747634,-7.902835962,3.862648265,-18.46989905,0.985542587,0.572512618,0.311227129,0.201746057,0.190913249,0.394914826,0.35985489,0.239175079,0.266512618,0.240137224,0.499361199,0.265886435,0.408391167,hip-hop/rap
0.492,0.485,6,-11.644,1,0.144,0.0677,0.757,0.11,0.577,156.318,193632,40.19855902,-70.85260022,-93.74925947,0.346928731,-9.212703786,-36.63526837,-7.985035635,-5.379555679,6.926278396,-0.144172606,-16.65091091,-5.01235412,0.352093541,0.284536748,0.155758352,0.172066815,0.143626949,0.141776169,0.219438753,0.23831069,0.459572383,0.285945434,0.459055679,0.363889755,hip-hop/rap
0.812,0.68,2,-5.783,1,0.0507,0.0549,0,0.49,0.324,100.042,156056,48.63761678,26.9026965,7.493285315,5.081488112,14.52625175,-1.50193986,4.714558042,2.430497902,-19.2013049,-3.261686713,-19.83991888,-4.147144056,0.544393007,0.762107692,0.484871329,0.410822378,0.323802797,0.261005594,0.318728671,0.292264336,0.186551049,0.252107692,0.147422378,0.160054545,hip-hop/rap
0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,206267,47.79353874,21.6034891,9.62822276,2.33366707,55.61844915,-12.33515617,-4.697789346,-1.017622276,-7.008090799,0.117366828,-13.93453511,2.978146489,0.371964891,0.520584746,0.291698547,0.261269976,0.414174334,0.276492736,0.444789346,0.245532688,0.2706477,0.430671913,0.283342615,0.330527845,hip-hop/rap
0.57,0.725,5,-6.765,0,0.273,0.21,0,0.225,0.683,111.625,174430,47.64450929,17.89273358,-24.42051425,-7.422143742,31.00475589,-23.00588724,-5.611535316,0.674713755,7.154109046,2.97377943,-15.53973358,2.592473358,0.614856258,0.492997522,0.322101611,0.385003717,0.324814126,0.453307311,0.31552912,0.467776952,0.326479554,0.308951673,0.392047088,0.286923172,hip-hop/rap
0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,116681,46.06721242,7.175432866,5.708366733,2.905921844,71.25699399,-16.57558717,25.22702204,9.057014028,-24.57748898,-0.07091984,-21.74158918,-11.47806613,0.644124248,0.371631263,0.198911824,0.226344689,0.169322645,0.352873747,0.22742485,0.239761523,0.283799599,0.170699399,0.31247495,0.172430862,hip-hop/rap
0.758,0.474,1,-8.72,1,0.146,0.015,0,0.116,0.0541,76.062,184960,42.78232868,44.73525888,-27.31567005,-1.749818528,42.51844289,-26.41444416,-3.186200508,-13.95200888,-9.319137056,6.649722081,-18.25938959,-8.656590102,0.690059645,0.416695431,0.214073604,0.243123096,0.129798223,0.252951777,0.266340102,0.157685279,0.266607868,0.117348985,0.178279188,0.118403553,hip-hop/rap
0.775,0.688,9,-8.856,0,0.24,0.0699,0,0.389,0.506,140.07,220160,45.54450345,54.87871379,14.97627126,4.559867816,45.87561494,-11.01135287,7.222573563,2.506971264,-3.868178161,2.993781609,-20.77866092,-11.62942874,0.508270115,0.482936782,0.38238046,0.263313793,0.391173563,0.347242529,0.325271264,0.380217241,0.273221839,0.411693103,0.247947126,0.39948046,hip-hop/rap
0.828,0.37,7,-7.441,0,0.26,0.484,0,0.119,0.549,149.964,193575,43.67562831,-3.92262963,-20.33055159,2.468767196,42.68785317,5.050694444,-11.50601984,-9.795628307,-2.290689153,-2.009906085,-23.77150661,-5.765962963,0.693078042,0.417584656,0.421043651,0.239153439,0.151641534,0.277829365,0.14996164,0.326609788,0.141335979,0.237136243,0.315039683,0.221285714,hip-hop/rap
0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,121680,46.97209567,-40.18809795,-1.683264237,-2.389125285,41.6846082,-11.27059453,-2.692605923,-4.541779043,-14.55966059,-7.353186788,-12.75021185,-7.263886105,0.403271071,0.222683371,0.286072893,0.341993166,0.233612756,0.612357631,0.259977221,0.373726651,0.357382688,0.251813212,0.371471526,0.167066059,hip-hop/rap
0.446,0.304,5,-12.224,1,0.0922,0.292,0,0.12,0.0974,78.35,135506,43.16171292,14.24879904,-30.77162919,-9.451267943,28.16227512,-19.03044976,1.998526316,-0.395028708,-12.26130861,3.535966507,-17.11233493,-5.798643541,0.373741627,0.339315789,0.272186603,0.198368421,0.188866029,0.376897129,0.196062201,0.339650718,0.209447368,0.208251196,0.198667464,0.112392344,hip-hop/rap
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,202533,42.27238776,31.82690703,-54.55242744,-11.44047279,8.097247166,-6.560092971,-8.039922902,-2.719730159,-5.272860544,0.158633787,-22.65151587,-13.86432653,0.506931973,0.557057823,0.27796712,0.293102041,0.455884354,0.302410431,0.240953515,0.240746032,0.171868481,0.2515839,0.187773243,0.334433107,hip-hop/rap
0.8,0.614,6,-8.073,0,0.112,0.0472,0,0.291,0.203,130.099,148167,45.4677322,-2.376469492,-17.08843051,-9.522713559,18.37146271,-16.69139661,-1.139730508,1.407988136,-7.029218644,2.141764407,-17.93813559,-18.1391678,0.687374576,0.7523,0.374115254,0.281147458,0.234513559,0.2205,0.300459322,0.221189831,0.230805085,0.181961017,0.178866102,0.335155932,hip-hop/rap
0.757,0.69,1,-5.327,0,0.282,0.0716,0,0.192,0.914,132.064,194732,49.82328277,24.00045395,-14.79286999,-7.895424702,64.12922102,-20.27942145,1.208329361,-13.1854247,0.897529794,0.804691224,-18.64452329,-21.8302091,0.306189599,0.454500542,0.308873239,0.564403034,0.408119177,0.241171181,0.307171181,0.357755146,0.580790899,0.407687974,0.325206934,0.268730228,hip-hop/rap
0.718,0.668,1,-6.466,1,0.171,0.245,0,0.0854,0.39,113.124,224249,48.79099892,-0.52355303,6.499124459,-9.205712121,22.7811829,-16.59367532,3.802044372,-1.487393939,-4.911602814,0.910506494,-14.72421104,-3.744916667,0.508625541,0.851080087,0.351362554,0.24566342,0.24220671,0.275655844,0.333035714,0.208463203,0.312760823,0.268201299,0.197396104,0.237730519,hip-hop/rap
0.964,0.346,5,-9.309,0,0.53,0.035,0,0.108,0.562,119.958,142273,40.13077954,51.55737919,-17.87535273,10.92177601,61.90742328,-0.590687831,-4.397107584,-16.24945503,-22.00635273,0.142442681,-27.3007231,-8.577610229,0.570238095,0.525664903,0.224851852,0.211222222,0.18326455,0.290365079,0.218040564,0.274862434,0.227943563,0.199218695,0.26429806,0.254574956,hip-hop/rap
0.594,0.487,8,-10.755,0,0.131,0.466,0,0.149,0.643,188.927,211670,44.60865697,10.11962788,-11.99530788,-9.078693333,28.71982909,-13.05828,-16.43068485,2.981568485,-9.327458182,-3.465810909,-10.39363394,0.197208485,0.246986667,0.378815758,0.185923636,0.343568485,0.313387879,0.211311515,0.473221818,0.292779394,0.519837576,0.21806303,0.206803636,0.28933697,hip-hop/rap
0.874,0.492,9,-7.399,0,0.0604,0.299,0,0.0983,0.587,127.067,225484,45.66084284,-11.30203958,-34.52115483,-5.729380675,26.17217928,-8.749076834,4.536351572,-8.017571595,-4.054821886,-0.857917346,-18.62088824,-1.684891735,0.431894063,0.309214203,0.302734575,0.192897555,0.259888242,0.248525029,0.16019674,0.245495925,0.234762515,0.353416764,0.33276135,0.397555297,hip-hop/rap
0.595,0.559,10,-7.511,1,0.0912,0.0289,0,0.0887,0.155,136.107,170000,46.08734386,23.12292281,-17.40271754,-16.58611579,14.32401579,-20.94941579,9.374505263,-0.7728,-16.74543684,-1.705559649,-15.84557193,-4.010852632,0.483875439,0.461878947,0.386826316,0.417417544,0.263698246,0.317787719,0.200280702,0.256147368,0.198059649,0.242519298,0.310717544,0.188450877,hip-hop/rap
0.835,0.626,1,-5.833,1,0.125,0.0589,6.00E-05,0.396,0.35,91.03,217925,44.83599901,22.72645455,-26.85820257,18.16333399,30.04925593,-17.46568281,-11.10749802,-2.780527668,-9.01993083,1.8858083,-17.34773024,-6.452514822,0.722078063,0.674011858,0.382477273,0.412366601,0.272875494,0.311110672,0.277073123,0.332827075,0.317368577,0.278480237,0.271794466,0.164988142,hip-hop/rap
0.652,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,304607,51.51658948,54.39136347,30.56686808,-6.991823801,36.83689022,-17.54873247,8.596820111,5.994815498,-6.811156827,-1.418771218,-12.18833487,0.778114391,0.443385609,0.495060886,0.450546125,0.311388376,0.428953875,0.318562731,0.397911439,0.330892066,0.304574723,0.41495203,0.287226015,0.422099631,hip-hop/rap
0.843,0.807,11,-8.24,1,0.208,0.0569,0,0.264,0.931,135.047,159441,46.84139321,64.71028289,9.851042433,13.02501414,27.13605092,-11.11299717,-3.338079208,-0.878776521,-17.23311457,6.758206506,-14.93810608,-3.202007072,0.467923621,0.604388967,0.332342291,0.442472419,0.308751061,0.331994342,0.310134371,0.248304102,0.308828854,0.270925035,0.398171146,0.481113154,hip-hop/rap
0.857,0.642,0,-3.656,1,0.0588,0.00823,0,0.106,0.0658,150.06,140793,50.50742857,88.86321062,-11.83853846,8.59029304,42.53267399,-5.243565934,19.27948352,-5.966261905,-13.29957875,4.23524359,-27.63362821,-4.338635531,0.875267399,0.517347985,0.2131337,0.14225641,0.159778388,0.105225275,0.172346154,0.107153846,0.10181685,0.100265568,0.097688645,0.182456044,hip-hop/rap
0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,227360,45.47892235,88.53027529,-4.184325882,-10.68332588,27.83409176,-19.28197412,-3.958082353,4.30088,-17.90147412,5.301181176,-13.04214,0.916658824,0.439857647,0.351408235,0.346857647,0.308875294,0.476584706,0.391208235,0.268448235,0.344129412,0.222290588,0.313587059,0.168812941,0.276178824,hip-hop/rap
0.584,0.823,4,-3.847,0,0.15,0.0829,0,0.178,0.236,164.03,262027,52.20089544,55.83456747,-17.94013315,-13.3030849,36.72150402,-22.84009383,16.8136908,-3.919762288,-3.311664879,1.937765862,-16.03966756,2.108932082,0.634829312,0.529292225,0.296682752,0.332678284,0.470967828,0.356059875,0.345557641,0.355178731,0.246734584,0.288282395,0.187988382,0.352114388,hip-hop/rap
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,175230,44.07955982,24.66776074,6.185388037,20.99957362,49.24844172,-5.118826687,4.673809816,-17.19200153,-4.982820552,-3.528064417,-23.31154601,-5.327486196,0.475667178,0.655371166,0.265699387,0.325728528,0.441187117,0.27322546,0.345691718,0.276055215,0.340679448,0.187253067,0.159168712,0.276773006,hip-hop/rap
0.761,0.362,0,-18.617,0,0.0955,0.0823,0.00849,0.0953,0.0988,140.026,152977,32.7246934,-39.05029947,-72.60815865,-27.94168271,33.27801604,-30.0067148,9.67044385,0.988666667,-11.26914617,-1.971174688,-17.02186275,-5.641513369,0.424898396,0.701074866,0.50831016,0.545778966,0.351827094,0.312934046,0.188165775,0.284713012,0.161445633,0.154996435,0.166527629,0.132916221,hip-hop/rap
0.715,0.723,7,-3.263,1,0.191,0.0441,0.000834,0.102,0.97,77.02,260320,47.91430721,1.700708301,-23.03572227,9.704291699,33.06186424,-27.16719783,9.781088441,-1.701524438,-11.56022498,-2.66464391,-14.99488673,-3.600816912,0.367723817,0.41151668,0.557470908,0.356367727,0.332369279,0.306519783,0.339552366,0.362547711,0.354311094,0.441778123,0.310320403,0.325769589,hip-hop/rap
0.827,0.633,8,-8.626,1,0.18,0.0119,6.04E-06,0.0962,0.872,109.99,257455,46.85441197,72.35699374,-26.54618767,-3.401117069,14.77924486,-17.79150402,-4.209067918,1.489835567,-7.423170688,2.92110992,-18.69415371,-0.958354781,0.486275246,0.48600983,0.390621984,0.370524576,0.281089366,0.29925916,0.336227882,0.462939231,0.421979446,0.35621269,0.365773905,0.365235031,hip-hop/rap
0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,140000,48.79533679,80.67839206,-9.993918826,-3.112777202,17.44494128,6.46192228,11.76870121,-6.152635579,-15.97166321,3.798512953,-31.86980311,-1.731036269,0.585098446,0.773701209,0.368967185,0.366048359,0.275250432,0.196709845,0.149379965,0.157360967,0.171248705,0.195131261,0.153031088,0.159419689,hip-hop/rap
0.864,0.666,1,-5.525,1,0.234,0.0482,0,0.134,0.538,132.12,225008,49.67235341,45.26005455,-14.34036136,-4.338873864,29.17118864,-2.879079545,10.87910795,4.071973864,-6.733922727,6.170306818,-21.77406932,-7.479471591,0.393965909,0.476084091,0.278214773,0.338555682,0.370679545,0.354205682,0.352479545,0.40275,0.511370455,0.317725,0.181572727,0.219677273,hip-hop/rap
0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232959,46.15994908,19.0346273,-64.72872914,-12.33125135,10.38869339,-9.82239545,-5.680385699,-9.630274106,-3.839982665,7.257997833,-26.61465439,-9.051734561,0.75364247,0.617993499,0.318040087,0.30332286,0.314507042,0.398490791,0.321557963,0.324150596,0.269516793,0.23995558,0.185944745,0.210087757,hip-hop/rap
0.778,0.732,7,-7.69,1,0.204,0.0844,0,0.0857,0.374,160.012,204054,46.56483921,57.55392841,20.82494053,11.76762115,45.05437996,-6.938135463,6.713764317,-9.203809471,-13.39953855,-2.018560573,-16.85604295,-6.679568282,0.555707048,0.472203744,0.318665198,0.197011013,0.293640969,0.247494493,0.478424009,0.333444934,0.284070485,0.337580396,0.212476872,0.291555066,hip-hop/rap
0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,44.05107086,-13.0096016,-22.12162433,-14.06781551,36.97956283,-19.71139305,9.562668449,-10.40134091,5.071649733,-7.113160428,-15.71997326,-0.98155615,0.597287433,0.516274064,0.391258021,0.279453209,0.435779412,0.263997326,0.188477273,0.358719251,0.154016043,0.189700535,0.120385027,0.232534759,hip-hop/rap
0.758,0.602,10,-7.909,0,0.094,0.0376,4.77E-06,0.111,0.519,155.038,176056,45.14522807,14.32739541,-36.65796761,-9.114578947,0.715203779,-14.86699325,-7.067152497,-13.75617004,-6.124852901,5.300819163,-16.45509582,-6.471573549,0.505605938,0.602794872,0.315565452,0.355794872,0.271041835,0.341981107,0.369288799,0.228214575,0.219767881,0.171191633,0.320981107,0.269924426,hip-hop/rap
0.423,0.866,10,-5.316,1,0.082,0.0334,0.00222,0.0997,0.162,144.979,328345,50.25340999,41.34309913,16.00982078,-7.332908803,33.14924822,-37.36834259,0.504150674,6.670232355,-14.33968676,-1.893207772,-4.577196669,0.338039651,0.539528152,0.507098335,0.342929421,0.283827914,0.333475813,0.47183981,0.252425059,0.294028549,0.230610626,0.418408406,0.377764473,0.25960904,edm
0.631,0.965,8,-4.163,0,0.076,0.0539,0.474,0.877,0.492,150.001,193604,49.77069863,65.22410959,28.9336812,15.5451208,39.29610336,-30.40804483,-2.129325031,3.087464508,-8.993073474,3.917491905,-9.460524284,3.15022665,0.388427148,0.572610212,0.319953923,0.521763387,0.365914072,0.32266127,0.316419676,0.293229141,0.295805729,0.266232877,0.421368618,0.366300125,edm
0.5,0.815,1,-5.051,1,0.127,0.0958,0.0389,0.0877,0.135,160.018,272773,50.3068484,43.16643829,42.96627017,7.626537415,38.69687658,-25.67730321,7.628215743,5.636517979,-10.46855005,2.433589893,-12.07025559,-3.833507289,0.614929057,0.618761905,0.322844509,0.337602527,0.313270165,0.467114674,0.2995724,0.309814383,0.323746356,0.248894072,0.261364431,0.260390671,edm
0.465,0.855,4,-2.429,0,0.0615,0.00804,0.000368,0.0749,0.0909,149.941,300850,51.63428311,62.13711021,15.11080485,-0.679096057,38.1862275,-34.89308696,13.43741759,11.16427806,-11.25223761,3.816474216,-11.3381547,1.769593529,0.448128413,0.536743175,0.306779575,0.311330637,0.454357937,0.299839232,0.254483316,0.280905966,0.204190091,0.276770475,0.200063701,0.3339818,edm
0.42,0.934,6,-4.505,0,0.0647,0.0319,0.89,0.0951,0.156,149.991,235066,49.16312941,48.43592157,67.89386471,23.77695784,42.49240196,-39.99096569,13.5310402,3.41262549,-5.304992157,2.098588235,-6.044491176,-4.756958824,0.449835294,0.590957843,0.337557843,0.31229902,0.285654902,0.275230392,0.545167647,0.289712745,0.429928431,0.428883333,0.221016667,0.295789216,edm
0.393,0.938,9,-5.819,1,0.137,0.00467,0.717,0.398,0.102,177.055,212893,48.29633703,17.4881541,-2.724247228,-9.204743902,25.92355322,-49.22905987,-0.034513304,7.249310421,-11.44096452,3.555282705,-3.686266075,2.916573171,0.517143016,0.60005765,0.391851441,0.404345898,0.655473392,0.472616408,0.336892461,0.33309867,0.315117517,0.298711752,0.323944568,0.311587583,edm
0.502,0.981,1,-1.569,1,0.0613,0.00169,0.5,0.154,0.213,150.018,256500,53.34521287,51.24357129,14.79682871,6.667548515,16.2082802,-44.7775604,10.14737921,8.071375248,-8.531591089,3.300814851,-8.78410099,9.142948515,0.61839505,0.668187129,0.337513861,0.327511881,0.368146535,0.494955446,0.359921782,0.350047525,0.369124752,0.31700396,0.308588119,0.283608911,edm
0.475,0.946,1,-4.614,1,0.225,0.00175,0.00318,0.757,0.383,75.157,122107,50.48061297,76.09265272,7.161008368,-4.256621339,24.03643305,-36.81429707,-4.889311715,-3.639033473,-8.523349372,2.431269874,-7.900330544,-2.480642259,0.593554393,0.582094142,0.370286611,0.320696653,0.333991632,0.42574477,0.358194561,0.337537657,0.319817992,0.288177824,0.279378661,0.315391213,edm
0.484,0.806,10,-6.095,0,0.127,0.0447,4.48E-05,0.333,0.417,145.127,249987,49.2223803,54.56165572,29.31823411,-0.035705508,48.49393538,-36.50617055,6.628069915,3.349977754,2.279635593,3.007138771,-7.219760593,3.337683263,0.440485169,0.524712924,0.277864407,0.387789195,0.282474576,0.471875,0.334471398,0.27,0.362875,0.311271186,0.517157839,0.27354661,edm
0.459,0.903,6,-3.138,0,0.066,0.00239,0.537,0.181,0.694,175.107,197528,54.0588376,76.26926343,30.25243478,0.112369565,30.64032481,-33.35806777,-1.813140665,-0.140978261,-15.87525192,-1.561689258,-5.626014066,1.980450128,0.415809463,0.655996164,0.285624041,0.177474425,0.270886189,0.233796675,0.481154731,0.269033248,0.368309463,0.395576726,0.280203325,0.342008951,edm
0.436,0.938,2,-3.534,1,0.0917,0.000521,0.00907,0.344,0.131,149.993,272951,52.87847945,76.74489139,10.37955871,-8.363910959,28.59318982,-38.8728591,8.452837573,2.772315068,-0.281336595,9.958423679,-11.25643836,-2.700096869,0.49975636,0.569591977,0.433712329,0.34487182,0.422813112,0.279023483,0.324390411,0.363188845,0.28985225,0.349564579,0.268071429,0.372347358,edm
0.458,0.865,11,-7.615,1,0.0987,0.0101,0.0185,0.246,0.209,150.762,202839,49.15135166,85.42390409,22.47853197,2.063030691,25.22623657,-29.4208798,4.068313299,5.318231458,-4.691327366,2.504179028,-11.39875959,-1.168221228,0.403398977,0.689365729,0.409116368,0.578547315,0.432136829,0.331828645,0.263896419,0.216070332,0.191748082,0.228754476,0.325649616,0.275804348,edm
0.543,0.827,10,-4.25,0,0.0459,0.000279,0.000645,0.194,0.103,150.001,193867,52.07786569,93.50292409,16.9633854,-7.748605839,21.21873285,-41.08001752,9.992270073,11.69458102,-12.74585839,2.324426277,-8.729037956,-1.60039854,0.457278832,0.707313869,0.399913869,0.459738686,0.256709489,0.276224818,0.205826277,0.187862774,0.196640876,0.203859854,0.358443796,0.242108029,edm
0.327,0.945,8,-2.698,0,0.202,0.0172,0.115,0.43,0.14,154.773,260129,53.82577209,58.31017674,63.28087907,2.367656977,18.08512442,-30.60102442,18.72708023,2.600960465,-4.643617442,4.121997674,-10.45578837,-9.461747674,0.415990698,0.478238372,0.29745814,0.385716279,0.346053488,0.313048837,0.448112791,0.323345349,0.421282558,0.292919767,0.336056977,0.457436047,edm
0.577,0.595,0,-5.919,1,0.0545,0.00109,0.49,0.0816,0.357,149.868,230400,48.31330632,50.35659356,16.59438617,12.4332801,16.96029917,-31.08671871,18.10941001,6.457668653,-17.0187652,1.691003576,-13.94405602,-3.129908224,0.391365912,0.48845888,0.334036949,0.34390584,0.523313468,0.418476758,0.256882002,0.284586412,0.20823242,0.218431466,0.169370679,0.367303933,edm
0.536,0.879,1,-3.019,1,0.0621,0.0742,0,0.0847,0.334,140.137,192000,53.34191736,69.83958017,20.79973388,-16.38683802,30.96306777,-22.68397686,-14.6526876,-0.976783471,-1.868414876,1.461386777,-9.752252893,-2.162869421,0.419680992,0.565859504,0.308066116,0.489059504,0.297720661,0.39271405,0.335826446,0.261343802,0.406871074,0.254795041,0.379368595,0.221330579,edm
0.737,0.753,9,-1.66,1,0.292,0.0292,0.168,0.365,0.282,113.111,128682,50.85935495,59.91912072,-11.12481441,-5.061299099,15.69727387,-19.68511171,-0.748234234,-6.047663063,-15.63704505,-3.616771171,-19.52635135,5.206854054,0.482875676,0.775365766,0.585028829,0.571156757,0.430558559,0.419632432,0.314293694,0.30721982,0.260774775,0.279311712,0.234735135,0.217331532,edm
